config,return_date,strategy,display_strategy,train_start,train_end,status,solver_status,capacity_infeasible,deployed_gross,gross_ret,net_ret
larger+VIX,2025-01-31,larger+VIX GM paper,GM paper,2021-11-30,2024-12-31,ok,optimal,False,0.9999998829204351,0.09560335065916523,-0.4544912390538435
larger+VIX,2025-01-31,larger+VIX Equal premium capped,Equal premium capped,2021-11-30,2024-12-31,ok,reference,False,1.0,-0.061046580099721755,-0.08814476039515581
larger+VIX,2025-01-31,larger+VIX Equal risk capped,Equal risk capped,2021-11-30,2024-12-31,ok,reference,False,1.0,-0.14218428662235288,-0.1691137199594318
larger+VIX,2025-08-29,larger+VIX E1 capped,E1 capped,2022-06-30,2025-07-31,ok,optimal,False,0.9026789949342098,0.06643086431479314,0.04029865248842392
larger+VIX,2025-08-29,larger+VIX GM paper,GM paper,2022-06-30,2025-07-31,ok,optimal,False,0.9999998787065966,-0.04666362432427948,-0.5311540370317265
larger+VIX,2025-08-29,larger+VIX Equal premium capped,Equal premium capped,2022-06-30,2025-07-31,ok,reference,False,1.0,-0.1328735136140607,-0.15670486883074175
larger+VIX,2025-08-29,larger+VIX Equal risk capped,Equal risk capped,2022-06-30,2025-07-31,ok,reference,False,0.9999999999999999,-0.09011268581437072,-0.11487496144179586
larger+VIX,2026-02-27,larger+VIX E1 capped,E1 capped,2022-12-30,2026-01-30,ok,optimal,False,0.901298796158382,0.11759972688515415,0.09207816036970143
larger+VIX,2026-02-27,larger+VIX GM paper,GM paper,2022-12-30,2026-01-30,ok,optimal,False,0.9999998885750506,0.16469807743383452,0.0059697105250530735
larger+VIX,2026-02-27,larger+VIX Equal premium capped,Equal premium capped,2022-12-30,2026-01-30,ok,reference,False,1.0,-0.24890732710772684,-0.27298968293855785
larger+VIX,2026-02-27,larger+VIX Equal risk capped,Equal risk capped,2022-12-30,2026-01-30,ok,reference,False,1.0,-0.20461388661427377,-0.22864880258536507
