config,strategy,knobs_label,participation,aum,mode,solver_status,capacity_infeasible,sum_of_caps,deployed_gross,gross_sharpe,net_sharpe,gross_ann_ret,net_ann_ret,mean_monthly_capacity_cost,max_capacity_ratio,capacity_penalized_share,spread_proxy_fill
larger,Equal premium,naive,,5000000.0,naive,reference,False,,1.0,0.5573332492175173,-4.242734272979551,0.8965943491806048,-68.56427230499762,5.758699444139549,763.3587786259542,0.8018887870885898,True
larger,Equal risk,naive,,5000000.0,naive,reference,False,,1.0,0.6378869106679349,-5.081889569597184,0.7051891230081884,-52.545094361949275,4.410902005763806,810.0552262396424,0.7387412784551413,True
larger,GM combined,primary,0.05,5000000.0,hard,infeasible,True,0.23205272000000002,0.0,,,0.0,0.0,0.0,,0.0,True
larger,GM combined,primary,0.05,5000000.0,relaxed,optimal,True,0.23205272000000002,0.0011305901351186223,0.4702557737635967,-0.33703443419289186,0.00022741609368380348,-0.00016354270171627263,4.828190101747556e-10,1.7126306323151068,0.000493339911198816,True
larger,GM combined alt,alt,0.05,5000000.0,hard,infeasible,True,0.23205272000000002,0.0,,,0.0,0.0,0.0,,0.0,True
larger,GM combined alt,alt,0.05,5000000.0,relaxed,optimal,True,0.23205272000000002,0.0014136928330525055,0.4541804931612817,0.09335472570411629,0.0006200764532175259,0.0001273739374723757,8.240491732346948e-11,1.4177677247686642,0.0002819085206850377,True
larger,Equal premium capped,naive_capped,0.05,5000000.0,relaxed,reference,True,0.23205272000000002,0.220450084,0.6962533709241948,0.4740150739015935,0.24023359384904483,0.1634526444023347,0.0015556318064124995,47.26000000000001,0.24117273944604975,True
larger,Equal risk capped,naive_capped,0.05,5000000.0,relaxed,reference,True,0.23205272000000002,0.22045008400000005,0.7252572461437814,0.4715047044340486,0.25018940318544125,0.16240128525069808,0.002493468812881651,47.26000000000001,0.23870603989005568,True
larger,GM paper,default,,10000000.0,uncapped,optimal,False,,0.9999998193688079,0.4562219234084396,-2.0214562012160076,0.3166305505330694,-1850.9427586725508,154.24089683948037,5879.515697257699,0.5366833462541405,True
larger,Delta neutral,delta,,10000000.0,uncapped,reference,False,,0.9999996664616466,0.4320373246287587,-1.8223298318433192,0.2954296865929744,-2093.9651840913516,174.4906519801623,6417.806436169981,0.5185002466699556,True
larger,Equal premium,naive,,10000000.0,naive,reference,False,,1.0,0.5573332492175173,-4.252533837570114,0.8965943491806048,-277.7718114255912,23.192661037522353,1526.7175572519084,0.8817393755726267,True
larger,Equal risk,naive,,10000000.0,naive,reference,False,,1.0,0.6378869106679349,-5.14787178051726,0.7051891230081884,-213.25318831091178,17.803243168177346,1620.1104524792847,0.8283881880329833,True
larger,GM combined,primary,0.05,10000000.0,hard,infeasible,True,0.11602636000000001,0.0,,,0.0,0.0,0.0,,0.0,True
larger,GM combined,primary,0.05,10000000.0,relaxed,optimal,True,0.11602636000000001,0.0005514761820087601,0.4701478949576361,-0.3371458671372509,0.00011089962545621535,-7.979654362724072e-05,1.9868975913478193e-10,1.6689688264942382,0.00042286278102755657,True
larger,GM combined alt,alt,0.05,10000000.0,hard,infeasible,True,0.11602636000000001,0.0,,,0.0,0.0,0.0,,0.0,True
larger,GM combined alt,alt,0.05,10000000.0,relaxed,optimal,True,0.11602636000000001,0.0008272214603738004,0.4541590936274527,0.09332983029448405,0.000362818529925196,7.451255505357936e-05,1.896129885434015e-10,1.659431882695576,0.0005638170413700754,True
larger,Equal premium capped,naive_capped,0.05,10000000.0,relaxed,reference,True,0.11602636000000001,0.110225042,0.6962533709241948,0.4740150739015935,0.12011679692452241,0.08172632220116735,0.0007778159032062498,47.26000000000001,0.24117273944604975,True
larger,Equal risk capped,naive_capped,0.05,10000000.0,relaxed,reference,True,0.11602636000000001,0.11022504200000002,0.7252572461437814,0.4715047044340486,0.12509470159272063,0.08120064262534904,0.0012467344064408254,47.26000000000001,0.23870603989005568,True
larger,GM paper,default,,25000000.0,uncapped,optimal,False,,0.9999998193688079,0.4562219234084396,-2.0238297120052096,0.3166305505330694,-11585.620107831248,965.4640092693718,14698.789243144245,0.6155472549157799,True
larger,Delta neutral,delta,,25000000.0,uncapped,reference,False,,0.9999996664616466,0.4320373246287587,-1.8243004504187335,0.2954296865929744,-13104.7140197396,1092.0530549508499,16044.516090424951,0.5915850306575516,True
larger,Equal premium,naive,,25000000.0,naive,reference,False,,1.0,0.5573332492175173,-4.256956552615208,0.8965943491806048,-1746.1549239185135,145.5579204119325,3816.793893129771,0.9519345972232011,True
larger,Equal risk,naive,,25000000.0,naive,reference,False,,1.0,0.6378869106679349,-5.170380210647147,0.7051891230081884,-1342.1763046470733,111.88016952952414,4050.276131198212,0.9178941433504828,True
larger,GM combined,primary,0.05,25000000.0,hard,infeasible,True,0.046410544000000005,0.0,,,0.0,0.0,0.0,,0.0,True
larger,GM combined,primary,0.05,25000000.0,relaxed,optimal,True,0.046410544000000005,0.00021280061015035556,0.4701255776536662,-0.3371662200967209,4.279112594765925e-05,-3.0793206510496144e-05,6.066706386809223e-11,1.6096562990450272,0.00042286278102755657,True
larger,GM combined alt,alt,0.05,25000000.0,hard,infeasible,True,0.046410544000000005,0.0,,,0.0,0.0,0.0,,0.0,True
larger,GM combined alt,alt,0.05,25000000.0,relaxed,optimal,True,0.046410544000000005,0.00026500687723871453,0.45421414640928187,0.0933822259484655,0.00011624496407897943,2.3883887496074903e-05,8.806706731667767e-12,1.328830575643644,0.00021143139051377829,True
larger,Equal premium capped,naive_capped,0.05,25000000.0,relaxed,reference,True,0.046410544000000005,0.044090016800000006,0.6962533709241951,0.47401507390159336,0.04804671876980897,0.03269052888046693,0.00031112636128249985,47.25999999999999,0.24117273944604975,True
larger,Equal risk capped,naive_capped,0.05,25000000.0,relaxed,reference,True,0.046410544000000005,0.0440900168,0.7252572461437817,0.47150470443404896,0.05003788063708825,0.03248025705013964,0.0004986937625763301,47.25999999999999,0.23870603989005568,True
