Strategy,Return basis,Method,Status,N obs,Source start,Source end,Periods/year,Period mean,Period volatility,Skewness,Excess kurtosis,Lag1 autocorr,Block length,Path count,Interpretation,Reason
larger GM paper,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,-1.5127526013139467,2.630655929394368,-4.006550393060203,18.057941848018096,0.04873656525667907,6.0,1000,tail-path diagnostic; not a trading signal,
larger GM paper,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,-1.5127526013139467,2.630655929394368,-4.006550393060203,18.057941848018096,0.04873656525667907,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger Equal premium capped,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.06188555249820702,0.43670815223339016,1.3863756608245492,1.9251714789423526,-0.19710248226747665,6.0,1000,tail-path diagnostic; not a trading signal,
larger Equal premium capped,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.06188555249820702,0.43670815223339016,1.3863756608245492,1.9251714789423526,-0.19710248226747665,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger Equal risk capped,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.07059880310123617,0.4101901243303285,1.304234057354283,1.760814997530097,-0.17714879764257085,6.0,1000,tail-path diagnostic; not a trading signal,
larger Equal risk capped,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.07059880310123617,0.4101901243303285,1.304234057354283,1.760814997530097,-0.17714879764257085,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger Stock Markowitz,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.0006040927132845696,0.018131456135636975,-4.564912082797357,30.937006582913646,-0.04897372996967257,6.0,1000,tail-path diagnostic; not a trading signal,
larger Stock Markowitz,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.0006040927132845696,0.018131456135636975,-4.564912082797357,30.937006582913646,-0.04897372996967257,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger+VIX E1 capped,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.11767039698952593,0.25033730120887826,0.48146963573386214,-0.43836444682342446,-0.16407246630460484,6.0,1000,tail-path diagnostic; not a trading signal,
larger+VIX E1 capped,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.11767039698952593,0.25033730120887826,0.48146963573386214,-0.43836444682342446,-0.16407246630460484,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger+VIX GM paper,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,-1.0945687954741363,2.061419563977412,-4.484386014792569,21.788318520483088,0.12038194806242478,6.0,1000,tail-path diagnostic; not a trading signal,
larger+VIX GM paper,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,-1.0945687954741363,2.061419563977412,-4.484386014792569,21.788318520483088,0.12038194806242478,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger+VIX Equal premium capped,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.00867302506667101,0.4185077760988832,1.5442082459718027,2.59246685943902,-0.19885290869320246,6.0,1000,tail-path diagnostic; not a trading signal,
larger+VIX Equal premium capped,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.00867302506667101,0.4185077760988832,1.5442082459718027,2.59246685943902,-0.19885290869320246,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger+VIX Equal risk capped,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.03349832030807825,0.39622598069876247,1.4608102289630762,2.4295824532254584,-0.16315587184169592,6.0,1000,tail-path diagnostic; not a trading signal,
larger+VIX Equal risk capped,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.03349832030807825,0.39622598069876247,1.4608102289630762,2.4295824532254584,-0.16315587184169592,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger+VIX Stock Markowitz,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.0006040927132845696,0.018131456135636975,-4.564912082797357,30.937006582913646,-0.04897372996967257,6.0,1000,tail-path diagnostic; not a trading signal,
larger+VIX Stock Markowitz,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.0006040927132845696,0.018131456135636975,-4.564912082797357,30.937006582913646,-0.04897372996967257,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
