config,fold_id,seconds,status
larger+VIX,cpcv_04_11,24.551029667025432,ok
larger+VIX,cpcv_05_06,24.697404000209644,ok
larger+VIX,cpcv_05_07,23.991552999941632,ok
larger+VIX,cpcv_05_08,24.36402079090476,ok
larger+VIX,cpcv_05_09,43.418984916992486,ok
larger+VIX,cpcv_05_10,23.93064854107797,ok
larger+VIX,cpcv_05_11,24.642062958097085,ok
larger+VIX,cpcv_06_07,24.571296082809567,ok
larger+VIX,cpcv_06_08,24.18254379206337,ok
larger+VIX,cpcv_06_09,24.052353125065565,ok
larger+VIX,cpcv_06_10,23.690105792135,ok
larger+VIX,cpcv_06_11,24.511614457936957,ok
larger+VIX,cpcv_07_08,24.485783291980624,ok
larger+VIX,cpcv_07_09,24.249839541036636,ok
larger+VIX,cpcv_07_10,23.698240291094407,ok
larger+VIX,cpcv_07_11,24.38965537492186,ok
larger+VIX,cpcv_08_09,24.66070937504992,ok
larger+VIX,cpcv_08_10,23.769673958187923,ok
larger+VIX,cpcv_08_11,24.680585832800716,ok
larger+VIX,cpcv_09_10,24.23974954104051,ok
larger+VIX,cpcv_09_11,24.4391651249025,ok
larger+VIX,cpcv_10_11,25.378270832821727,ok
