config,fold_id,scheme,test_groups,test_start,test_end,n_train,n_test,n_purged,n_embargoed,status,expected_splits_per_config
larger+VIX,cpcv_04_05,cpcv,4_5,2020-11-30,2022-04-29,110,16,2,1,ok,78
larger+VIX,cpcv_04_06,cpcv,4_6,2020-11-30,2022-12-30,107,16,4,2,ok,78
larger+VIX,cpcv_04_07,cpcv,4_7,2020-11-30,2023-08-31,107,16,4,2,ok,78
larger+VIX,cpcv_04_08,cpcv,4_8,2020-11-30,2024-05-31,107,16,4,2,ok,78
larger+VIX,cpcv_04_09,cpcv,4_9,2020-11-30,2025-01-31,107,16,4,2,ok,78
larger+VIX,cpcv_04_10,cpcv,4_10,2020-11-30,2025-09-30,108,15,4,2,ok,78
larger+VIX,cpcv_04_11,cpcv,4_11,2020-11-30,2026-04-30,110,15,3,1,ok,78
larger+VIX,cpcv_05_06,cpcv,5_6,2021-08-31,2022-12-30,110,16,2,1,ok,78
larger+VIX,cpcv_05_07,cpcv,5_7,2021-08-31,2023-08-31,107,16,4,2,ok,78
larger+VIX,cpcv_05_08,cpcv,5_8,2021-08-31,2024-05-31,107,16,4,2,ok,78
larger+VIX,cpcv_05_09,cpcv,5_9,2021-08-31,2025-01-31,107,16,4,2,ok,78
larger+VIX,cpcv_05_10,cpcv,5_10,2021-08-31,2025-09-30,108,15,4,2,ok,78
larger+VIX,cpcv_05_11,cpcv,5_11,2021-08-31,2026-04-30,110,15,3,1,ok,78
larger+VIX,cpcv_06_07,cpcv,6_7,2022-05-31,2023-08-31,110,16,2,1,ok,78
larger+VIX,cpcv_06_08,cpcv,6_8,2022-05-31,2024-05-31,107,16,4,2,ok,78
larger+VIX,cpcv_06_09,cpcv,6_9,2022-05-31,2025-01-31,107,16,4,2,ok,78
larger+VIX,cpcv_06_10,cpcv,6_10,2022-05-31,2025-09-30,108,15,4,2,ok,78
larger+VIX,cpcv_06_11,cpcv,6_11,2022-05-31,2026-04-30,110,15,3,1,ok,78
larger+VIX,cpcv_07_08,cpcv,7_8,2023-01-31,2024-05-31,110,16,2,1,ok,78
larger+VIX,cpcv_07_09,cpcv,7_9,2023-01-31,2025-01-31,107,16,4,2,ok,78
larger+VIX,cpcv_07_10,cpcv,7_10,2023-01-31,2025-09-30,108,15,4,2,ok,78
larger+VIX,cpcv_07_11,cpcv,7_11,2023-01-31,2026-04-30,110,15,3,1,ok,78
larger+VIX,cpcv_08_09,cpcv,8_9,2023-09-29,2025-01-31,110,16,2,1,ok,78
larger+VIX,cpcv_08_10,cpcv,8_10,2023-09-29,2025-09-30,108,15,4,2,ok,78
larger+VIX,cpcv_08_11,cpcv,8_11,2023-09-29,2026-04-30,110,15,3,1,ok,78
larger+VIX,cpcv_09_10,cpcv,9_10,2024-06-28,2025-09-30,111,15,2,1,ok,78
larger+VIX,cpcv_09_11,cpcv,9_11,2024-06-28,2026-04-30,110,15,3,1,ok,78
larger+VIX,cpcv_10_11,cpcv,10_11,2025-02-28,2026-04-30,114,14,1,0,ok,78
