return_date,strategy,scenario,asset_id,reject_reason,foregone_gross_return_nav
2023-01-31,Equity-option Greek Markowitz,mid_repaired,MSFT_call_put_near,capacity_exceeded_no_fill,-0.0245907685001535
2023-02-28,Equity-option Greek Markowitz,mid_repaired,AMZN_put_put_wing,missing_cost_input,0.0
2023-02-28,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,capacity_exceeded_no_fill,0.03494058974986557
2023-02-28,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_exceeded_no_fill,-0.0696959661652781
2023-02-28,Equity-option Greek Markowitz,mid_repaired,JPM_put_put_near,capacity_exceeded_no_fill,-0.003910904987481247
2023-02-28,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,missing_cost_input,0.0
2023-02-28,Equity-option Greek Markowitz,mid_repaired,META_put_call_near,capacity_exceeded_no_fill,-0.06588883865708997
2023-02-28,Equity-option Greek Markowitz,mid_repaired,MSFT_call_put_near,capacity_exceeded_no_fill,0.049642097838662996
2023-02-28,Equity-option Greek Markowitz,mid_repaired,NVDA_call_put_near,capacity_exceeded_no_fill,0.13148919452851263
2023-03-31,Equity-option Greek Markowitz,mid_repaired,GOOGL_call_put_near,capacity_exceeded_no_fill,-0.06395567780085933
2023-03-31,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,capacity_exceeded_no_fill,-0.09890561473915992
2023-03-31,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_exceeded_no_fill,0.7343576354944475
2023-03-31,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,missing_cost_input,0.0
2023-03-31,Equity-option Greek Markowitz,mid_repaired,MSFT_call_call_near,capacity_exceeded_no_fill,-0.17779128463115101
2023-03-31,Equity-option Greek Markowitz,mid_repaired,MSFT_call_put_near,capacity_exceeded_no_fill,0.13861966954297364
2023-04-28,Equity-option Greek Markowitz,mid_repaired,AMZN_put_put_wing,missing_cost_input,0.0
2023-04-28,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,capacity_exceeded_no_fill,0.14899641574590197
2023-04-28,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_exceeded_no_fill,-0.0696959661652781
2023-04-28,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,missing_cost_input,0.0
2023-04-28,Equity-option Greek Markowitz,mid_repaired,META_put_call_near,missing_cost_input,0.0
2023-04-28,Equity-option Greek Markowitz,mid_repaired,NVDA_call_put_wing,missing_cost_input,0.0
2023-04-28,Equity-option Greek Markowitz,mid_repaired,TSLA_call_call_near,missing_cost_input,0.0
2023-04-28,Equity-option Greek Markowitz,mid_repaired,TSLA_put_call_near,missing_cost_input,0.0
2023-05-31,Equity-option Greek Markowitz,mid_repaired,GOOGL_call_put_near,deep_itm_low_extrinsic_short_option,-0.052703962641393445
2023-05-31,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,missing_cost_input,0.0
2023-05-31,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_exceeded_no_fill,-0.0696959661652781
2023-05-31,Equity-option Greek Markowitz,mid_repaired,JPM_put_put_near,missing_cost_input,0.0
2023-05-31,Equity-option Greek Markowitz,mid_repaired,META_call_put_near,capacity_exceeded_no_fill,0.012031878958505956
2023-05-31,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,missing_cost_input,0.0
2023-05-31,Equity-option Greek Markowitz,mid_repaired,META_put_call_near,missing_cost_input,0.0
2023-05-31,Equity-option Greek Markowitz,mid_repaired,NVDA_call_put_wing,missing_cost_input,0.0
2023-05-31,Equity-option Greek Markowitz,mid_repaired,NVDA_put_call_near,missing_cost_input,0.0
2023-06-30,Equity-option Greek Markowitz,mid_repaired,AMZN_put_put_wing,missing_cost_input,0.0
2023-06-30,Equity-option Greek Markowitz,mid_repaired,GOOGL_call_put_near,missing_cost_input,0.0
2023-06-30,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_exceeded_no_fill,-0.0696959661652781
2023-06-30,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,deep_itm_low_extrinsic_short_option,-0.03667224734227248
2023-06-30,Equity-option Greek Markowitz,mid_repaired,META_put_call_near,capacity_exceeded_no_fill,-0.06588883865708997
2023-07-31,Equity-option Greek Markowitz,mid_repaired,AMZN_put_put_wing,missing_cost_input,0.0
2023-07-31,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_exceeded_no_fill,-0.0696959661652781
2023-07-31,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,missing_cost_input,0.0
2023-07-31,Equity-option Greek Markowitz,mid_repaired,META_put_call_near,missing_cost_input,0.0
2023-08-31,Equity-option Greek Markowitz,mid_repaired,AMZN_put_put_near,missing_cost_input,0.0
2023-08-31,Equity-option Greek Markowitz,mid_repaired,GOOGL_call_put_near,deep_itm_low_extrinsic_short_option,0.020384018292964805
2023-08-31,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_exceeded_no_fill,0.15312908361006497
