fold_id,scheme,strategy,basis,sharpe,sortino,max_drawdown,ann_return,ann_vol,defaulted,n_test_months,status
cpcv_01_07,cpcv,Greek Markowitz + VIX,gross,-1.0215855382246486,-1.2777476935470817,-0.8432807057967273,-0.6743240710273926,0.7615766901734256,False,22,ok
cpcv_01_07,cpcv,Beta/delta-neutral + VIX,gross,-0.3966757564015096,-0.5405270765624469,-0.750793393377819,-0.35630466345893186,0.6152116089177017,False,22,ok
cpcv_01_07,cpcv,Equal premium,gross,0.17730696478009828,0.4072449882912527,-0.9740117723668023,-0.7480827730162067,2.3163175196625643,False,22,ok
cpcv_01_07,cpcv,Equal risk,gross,0.0374034388300594,0.0650592551581999,-0.7573304213602672,-0.39952495662902754,1.111202509510413,False,22,ok
cpcv_01_07,cpcv,VIX hedge sleeve,gross,-1.7835124623402805,-2.023556748887778,-1.0,-1.0,2.8726377783203962,True,22,ok
cpcv_01_07,cpcv,Equity-option Greek Markowitz,full_spread_post_cost,-1.2544057988911423,-1.3564537825797283,-0.5782674879937895,-0.342479359997822,0.2941922342213432,False,22,ok
cpcv_01_07,cpcv,Greek Markowitz + VIX,full_spread_post_cost,-0.6219510877127297,-0.7203929769820211,-0.7470951916945414,-0.39528707560846776,0.5233581048593451,False,22,ok
cpcv_01_07,cpcv,Beta/delta-neutral + VIX,full_spread_post_cost,-0.31857967636502094,-0.4223188650345608,-0.6157947235398581,-0.24387165159609014,0.4880944990938391,False,22,ok
cpcv_01_07,cpcv,Equal premium,full_spread_post_cost,-0.2322828180374283,-0.3363700005391696,-0.7904489920059394,-0.397626984368324,0.7977850794553178,False,22,ok
cpcv_01_07,cpcv,Equal risk,full_spread_post_cost,0.0588812571765513,0.08652985557356134,-0.5589530591182543,-0.123429788586504,0.5814196565257125,False,22,ok
