path_id,sortino_improvement,net_log_growth_improvement
366,0.207465514607152,-0.010208070562486439
367,-0.9062010227971516,-0.0075434249891933374
368,-0.8401472742368858,-0.008215235177689104
369,-0.29427796764686187,-0.011820578602921357
370,-0.8781462813195269,-0.009982468895344532
371,0.3284173954782448,-0.0050638395766611985
372,-1.0482444495067127,-0.008636617860439136
373,-0.2015363060992117,-0.007651700962593985
374,-0.2766003748984205,-0.0057053271955499205
375,-1.16649309069211,-0.009091734527182009
376,-1.573119394179109,-0.011633919700563959
377,-0.32305585855353347,-0.006439749098721441
378,-0.3697624494431665,-0.004935947008343854
379,0.05902432307829453,-0.005809100415464742
380,-1.045470536978697,-0.009501856310858594
381,-1.2300481009031743,-0.010642346924045351
382,-0.8786560884884272,-0.009159213240112972
383,-1.416443955654085,-0.009520670834761843
384,-0.674093145378682,-0.007514367463458354
385,-1.0633233253460603,-0.007877971662060787
386,-0.10297708625670832,-0.008206100328040042
387,-0.573468593299578,-0.00841108065205232
388,-0.568783152861924,-0.009271859882847294
389,-0.4330945066664227,-0.010958572883398904
390,-0.2665677898826686,-0.0068627197417855355
391,-1.6688767227900108,-0.011746603827115095
392,-0.9898851622793224,-0.008709603612723651
393,0.24572499328409525,-0.0051359014964116175
394,-0.823506919961,-0.009884772107128952
395,-0.9534527047709735,-0.0060901767061535515
396,-1.4344978386808935,-0.013440562027433272
397,-0.8130116075841957,-0.0071274038437642885
398,-1.0223891478619758,-0.009252558322510197
399,0.08478276642471849,-0.005152758666413857
400,0.22877018368536506,-0.004702368020471204
401,-1.6446474932148518,-0.01198667492144287
402,-0.7952621657972939,-0.00823121358715338
403,-1.852432793215781,-0.012670502784759006
404,-0.8945068684435102,-0.007404690629712589
405,-1.1339785226756873,-0.009805765739467391
406,-1.439990825819187,-0.01116567321105241
407,-1.5175249369223596,-0.012330592656973841
408,-0.6220356975127622,-0.0060657798221064214
409,-0.40555757664483816,-0.006555707050767598
410,-1.2638953660489196,-0.009833852849644317
411,-0.5593461422313956,-0.007208840707331425
